"county","state","estimated_house_price","cum_county","cum_estimated_house_price"
"Adams","Ohio","157,630","65.41%","84.23%"
"Richland","Ohio","157,512","65.44%","84.25%"
"Schoolcraft","Michigan","157,494","65.47%","84.27%"
"Pope","Illinois","157,483","65.5%","84.29%"
"Harvey","Kansas","157,466","65.53%","84.32%"
"Frio","Texas","157,435","65.56%","84.34%"
"Barton","Missouri","157,412","65.6%","84.36%"
"Perry","Tennessee","157,373","65.63%","84.38%"
"Perry","Indiana","157,357","65.66%","84.4%"
"Defiance","Ohio","157,216","65.69%","84.42%"
"Lowndes","Mississippi","157,169","65.72%","84.44%"
"Carroll","Kentucky","157,147","65.75%","84.46%"
"Alcona","Michigan","157,120","65.78%","84.48%"
"Independence","Arkansas","157,060","65.81%","84.51%"
"Izard","Arkansas","156,976","65.84%","84.53%"
"Walsh","North Dakota","156,898","65.87%","84.55%"
"Clinton","Iowa","156,766","65.9%","84.57%"
"Montgomery","Georgia","156,732","65.94%","84.59%"
"Madison","Indiana","156,711","65.97%","84.61%"
"Van Buren","Arkansas","156,584","66%","84.63%"
"Montmorency","Michigan","156,555","66.03%","84.65%"
"Webster","Mississippi","156,545","66.06%","84.68%"
"Shannon","Missouri","156,430","66.09%","84.7%"
"Calhoun","Michigan","156,098","66.12%","84.72%"
"Crawford","Pennsylvania","156,061","66.15%","84.74%"
"Grant Parish","Louisiana","156,040","66.18%","84.76%"
"Chattooga","Georgia","155,975","66.21%","84.78%"
"Yell","Arkansas","155,962","66.24%","84.8%"
"Custer","Nebraska","155,929","66.28%","84.82%"
"Anderson","Kansas","155,854","66.31%","84.84%"
"Crawford","Michigan","155,839","66.34%","84.86%"
"Orleans","New York","155,626","66.37%","84.89%"
"Muscogee","Georgia","155,523","66.4%","84.91%"
"Craig","Oklahoma","155,495","66.43%","84.93%"
"McCracken","Kentucky","155,183","66.46%","84.95%"
"Orange","Indiana","155,092","66.49%","84.97%"
"Somerset","Pennsylvania","154,932","66.52%","84.99%"
"Morris","Texas","154,914","66.55%","85.01%"
"Scott","Tennessee","154,891","66.58%","85.03%"
"Crockett","Tennessee","154,749","66.62%","85.05%"
"Mercer","Pennsylvania","154,436","66.65%","85.07%"
"Ringgold","Iowa","154,377","66.68%","85.09%"
"Smith","Mississippi","154,342","66.71%","85.11%"
"Oswego","New York","154,310","66.74%","85.14%"
"Chippewa","Michigan","154,310","66.77%","85.16%"
"Falls","Texas","154,260","66.8%","85.18%"
"Spink","South Dakota","154,202","66.83%","85.2%"
"Talbot","Georgia","154,156","66.86%","85.22%"
"Zapata","Texas","154,108","66.89%","85.24%"
"Franklin","Mississippi","154,106","66.92%","85.26%"
"Upson","Georgia","154,086","66.96%","85.28%"
"LaSalle","Illinois","154,033","66.99%","85.3%"
"Calhoun","Alabama","154,032","67.02%","85.32%"
"Berrien","Georgia","154,020","67.05%","85.34%"
"Greenwood","South Carolina","153,987","67.08%","85.36%"
"Gladwin","Michigan","153,958","67.11%","85.39%"
"Bland","Virginia","153,947","67.14%","85.41%"
"Wabash","Indiana","153,866","67.17%","85.43%"
"Martin","Minnesota","153,822","67.2%","85.45%"
"Box Butte","Nebraska","153,717","67.23%","85.47%"
"Ashtabula","Ohio","153,694","67.26%","85.49%"
"Scott","Kansas","153,638","67.3%","85.51%"
"Iberville Parish","Louisiana","153,636","67.33%","85.53%"
"Adair","Kentucky","153,604","67.36%","85.55%"
"Haskell","Kansas","153,571","67.39%","85.57%"
"Lewis","Missouri","153,564","67.42%","85.59%"
"Hockley","Texas","153,535","67.45%","85.61%"
"Yellow Medicine","Minnesota","153,314","67.48%","85.63%"
"Marion","Missouri","153,264","67.51%","85.65%"
"Johnson","Illinois","153,236","67.54%","85.67%"
"Bibb","Georgia","153,209","67.57%","85.7%"
"Garden","Nebraska","153,205","67.6%","85.72%"
"Menominee","Michigan","153,203","67.64%","85.74%"
"Buchanan","Missouri","153,036","67.67%","85.76%"
"Crittenden","Arkansas","153,033","67.7%","85.78%"
"Preston","West Virginia","153,003","67.73%","85.8%"
"Geneva","Alabama","152,913","67.76%","85.82%"
"Deaf Smith","Texas","152,910","67.79%","85.84%"
"Mercer","Illinois","152,832","67.82%","85.86%"
"Wichita","Texas","152,829","67.85%","85.88%"
"Jim Wells","Texas","152,820","67.88%","85.9%"
"Houghton","Michigan","152,811","67.91%","85.92%"
"Pettis","Missouri","152,787","67.94%","85.94%"
"Glascock","Georgia","152,780","67.98%","85.96%"
"Henry","Indiana","152,745","68.01%","85.98%"
"Atchison","Kansas","152,745","68.04%","86%"
"Mifflin","Pennsylvania","152,707","68.07%","86.03%"
"Alcorn","Mississippi","152,622","68.1%","86.05%"
"Marion","Texas","152,486","68.13%","86.07%"
"Weakley","Tennessee","152,367","68.16%","86.09%"
"Wayne","Michigan","152,279","68.19%","86.11%"
"Hale","Alabama","152,278","68.22%","86.13%"
"Crowley","Colorado","152,098","68.25%","86.15%"
"Union Parish","Louisiana","151,970","68.28%","86.17%"
"Sandusky","Ohio","151,961","68.32%","86.19%"
"LaSalle Parish","Louisiana","151,931","68.35%","86.21%"
"Marion","West Virginia","151,877","68.38%","86.23%"
"Washington","Missouri","151,852","68.41%","86.25%"
"Vernon Parish","Louisiana","151,725","68.44%","86.27%"
"Brooks","Georgia","151,602","68.47%","86.29%"
"Putnam","Illinois","151,595","68.5%","86.31%"
"Carroll","Tennessee","151,546","68.53%","86.33%"
"Livingston","Missouri","151,545","68.56%","86.35%"
"Sterling","Texas","151,529","68.59%","86.37%"
"Wayne","Tennessee","151,503","68.62%","86.39%"
"Benton","Indiana","151,487","68.66%","86.41%"
"Throckmorton","Texas","151,369","68.69%","86.43%"
"Cleveland","Arkansas","151,358","68.72%","86.46%"
"Marion","Alabama","151,317","68.75%","86.48%"
"Robertson","Kentucky","151,313","68.78%","86.5%"
"Howard","Indiana","151,306","68.81%","86.52%"
"Acadia Parish","Louisiana","151,277","68.84%","86.54%"
"Buena Vista city","Virginia","151,181","68.87%","86.56%"
"Gibson","Tennessee","151,163","68.9%","86.58%"
"Pulaski","Georgia","151,070","68.93%","86.6%"
"Pike","Ohio","151,065","68.96%","86.62%"
"Coshocton","Ohio","151,025","69%","86.64%"
"Lyon","Kentucky","151,000","69.03%","86.66%"
"McHenry","North Dakota","150,993","69.06%","86.68%"
"Chaves","New Mexico","150,870","69.09%","86.7%"
"Hot Spring","Arkansas","150,764","69.12%","86.72%"
"Oregon","Missouri","150,689","69.15%","86.74%"
"Humboldt","Iowa","150,666","69.18%","86.76%"
"Echols","Georgia","150,613","69.21%","86.78%"
"Decatur","Iowa","150,588","69.24%","86.8%"
"Avoyelles Parish","Louisiana","150,335","69.27%","86.82%"
"Drew","Arkansas","150,274","69.3%","86.84%"
"Knox","Nebraska","150,263","69.34%","86.86%"
"Chariton","Missouri","150,218","69.37%","86.88%"
"Franklin","Alabama","150,206","69.4%","86.9%"
"Carroll","Virginia","150,204","69.43%","86.92%"
"Breckinridge","Kentucky","150,032","69.46%","86.94%"
"Guernsey","Ohio","150,024","69.49%","86.96%"
"Wood","West Virginia","149,910","69.52%","86.98%"
"Ripley","Missouri","149,874","69.55%","87%"
"Delta","Michigan","149,842","69.58%","87.02%"
"Pulaski","Indiana","149,824","69.61%","87.04%"
"Rapides Parish","Louisiana","149,731","69.64%","87.06%"
"Lyon","Kansas","149,532","69.68%","87.08%"
"Prowers","Colorado","149,494","69.71%","87.1%"
"Monroe","Iowa","149,488","69.74%","87.12%"
"Marshall","Iowa","149,450","69.77%","87.14%"
"Parmer","Texas","149,397","69.8%","87.17%"
"Harlan","Nebraska","149,380","69.83%","87.19%"
"Tama","Iowa","149,252","69.86%","87.21%"
"Wheatland","Montana","149,243","69.89%","87.23%"
"Winnebago","Illinois","149,209","69.92%","87.25%"
"Dickinson","Kansas","149,155","69.95%","87.27%"
"Williams","Ohio","149,146","69.98%","87.29%"
"Van Wert","Ohio","149,124","70.02%","87.31%"
"Russell","Kentucky","149,045","70.05%","87.33%"
"Nemaha","Nebraska","148,917","70.08%","87.35%"
"Barbour","Alabama","148,861","70.11%","87.37%"
"Pleasants","West Virginia","148,755","70.14%","87.39%"
"Burt","Nebraska","148,704","70.17%","87.41%"
"Decatur","Tennessee","148,667","70.2%","87.43%"
"Newton","Texas","148,630","70.23%","87.45%"
"Screven","Georgia","148,626","70.26%","87.47%"
"Bleckley","Georgia","148,557","70.29%","87.49%"
"Beaver","Oklahoma","148,546","70.32%","87.51%"
"O'Brien","Iowa","148,437","70.36%","87.53%"
"Cavalier","North Dakota","148,303","70.39%","87.55%"
"Osceola","Iowa","148,178","70.42%","87.57%"
"Steuben","New York","148,102","70.45%","87.59%"
"Wilkes","Georgia","147,970","70.48%","87.61%"
"Montgomery","Alabama","147,967","70.51%","87.63%"
"Pike","Indiana","147,862","70.54%","87.65%"
"Fleming","Kentucky","147,714","70.57%","87.67%"
"Audrain","Missouri","147,710","70.6%","87.69%"
"Broome","New York","147,682","70.63%","87.71%"
"Lowndes","Alabama","147,670","70.66%","87.73%"
"Cumberland","Kentucky","147,633","70.7%","87.75%"
"Benson","North Dakota","147,559","70.73%","87.77%"
"Yalobusha","Mississippi","147,453","70.76%","87.79%"
"Franklin","Arkansas","147,447","70.79%","87.81%"
"Furnas","Nebraska","147,412","70.82%","87.83%"
"Brunswick","Virginia","147,278","70.85%","87.85%"
"Louisa","Iowa","147,219","70.88%","87.86%"
"Marion","Ohio","147,120","70.91%","87.88%"
"Conway","Arkansas","147,108","70.94%","87.9%"
"Tazewell","Illinois","147,010","70.97%","87.92%"
"Norman","Minnesota","146,980","71%","87.94%"
"Reynolds","Missouri","146,779","71.04%","87.96%"
"Sampson","North Carolina","146,761","71.07%","87.98%"
"Clarke","Alabama","146,755","71.1%","88%"
"Menifee","Kentucky","146,721","71.13%","88.02%"
"Luna","New Mexico","146,695","71.16%","88.04%"
"Howard","Arkansas","146,593","71.19%","88.06%"
"Schuyler","Illinois","146,570","71.22%","88.08%"
"Lawrence","Kentucky","146,568","71.25%","88.1%"
"Clay","Alabama","146,556","71.28%","88.12%"
"Madison","Missouri","146,546","71.31%","88.14%"
"Starr","Texas","146,422","71.34%","88.16%"
"Hancock","Tennessee","146,174","71.38%","88.18%"
"Major","Oklahoma","146,085","71.41%","88.2%"
"Le Flore","Oklahoma","146,021","71.44%","88.22%"
"Deuel","Nebraska","145,982","71.47%","88.24%"
"McNairy","Tennessee","145,954","71.5%","88.26%"
"Monroe","West Virginia","145,904","71.53%","88.28%"
"Warren","Mississippi","145,728","71.56%","88.3%"
"Dyer","Tennessee","145,684","71.59%","88.32%"
"Adams","Iowa","145,656","71.62%","88.34%"
"Burke","Georgia","145,599","71.65%","88.36%"
"Rowan","Kentucky","145,581","71.68%","88.38%"
"Haskell","Oklahoma","145,563","71.72%","88.4%"
"Itawamba","Mississippi","145,530","71.75%","88.42%"
"Pawnee","Oklahoma","145,455","71.78%","88.44%"
"Seneca","Ohio","145,441","71.81%","88.46%"
"Clay","Indiana","145,400","71.84%","88.48%"
"Eureka","Nevada","145,391","71.87%","88.5%"
"Glacier","Montana","145,297","71.9%","88.52%"
"Chautauqua","New York","145,224","71.93%","88.53%"
"Randolph","Missouri","145,217","71.96%","88.55%"
"Wayne","Kentucky","145,211","71.99%","88.57%"
"Murray","Oklahoma","145,114","72.02%","88.59%"
"Cherokee","Iowa","145,043","72.06%","88.61%"
"Rockcastle","Kentucky","145,007","72.09%","88.63%"
"Motley","Texas","144,954","72.12%","88.65%"
"Toombs","Georgia","144,881","72.15%","88.67%"
"Chase","Kansas","144,811","72.18%","88.69%"
"Green","Kentucky","144,753","72.21%","88.71%"
"Kossuth","Iowa","144,732","72.24%","88.73%"
"Sharp","Arkansas","144,639","72.27%","88.75%"
"Whitley","Kentucky","144,631","72.3%","88.77%"
"Lawrence","Pennsylvania","144,556","72.33%","88.79%"
"Fillmore","Nebraska","144,543","72.36%","88.81%"
"Morris","Kansas","144,542","72.4%","88.83%"
"Lee","Illinois","144,501","72.43%","88.85%"
"Coke","Texas","144,460","72.46%","88.87%"
"Jackson","South Dakota","144,458","72.49%","88.89%"
"Adair","Oklahoma","144,403","72.52%","88.91%"
"Potter","Pennsylvania","144,383","72.55%","88.93%"
"Covington","Alabama","144,097","72.58%","88.94%"
"Kleberg","Texas","143,967","72.61%","88.96%"
"Ogemaw","Michigan","143,852","72.64%","88.98%"
"Monroe","Mississippi","143,830","72.67%","89%"
"Nowata","Oklahoma","143,777","72.7%","89.02%"
"Alleghany","Virginia","143,731","72.74%","89.04%"
"Dallam","Texas","143,715","72.77%","89.06%"
"Adams","North Dakota","143,715","72.8%","89.08%"
"Butler","Missouri","143,685","72.83%","89.1%"
"Tippah","Mississippi","143,673","72.86%","89.12%"
"Scott","Virginia","143,638","72.89%","89.14%"
"Logan","Arkansas","143,607","72.92%","89.16%"
"Brown","Illinois","143,565","72.95%","89.18%"
"Roosevelt","New Mexico","143,539","72.98%","89.2%"
"Bay","Michigan","143,441","73.01%","89.22%"
"Gallia","Ohio","143,428","73.04%","89.24%"
"Kimball","Nebraska","143,362","73.08%","89.25%"
"LaMoure","North Dakota","143,325","73.11%","89.27%"
"Cumberland","Illinois","143,283","73.14%","89.29%"
"Marshall","Kentucky","143,234","73.17%","89.31%"
"Scott","Arkansas","143,171","73.2%","89.33%"
"Iosco","Michigan","143,123","73.23%","89.35%"
"Galax city","Virginia","143,094","73.26%","89.37%"
"Sac","Iowa","143,082","73.29%","89.39%"
"Brantley","Georgia","143,005","73.32%","89.41%"
"Schley","Georgia","142,962","73.35%","89.43%"
"Scott","Missouri","142,891","73.38%","89.45%"
"Pocahontas","West Virginia","142,884","73.42%","89.47%"
"Seward","Kansas","142,831","73.45%","89.49%"
"Clinton","Kentucky","142,825","73.48%","89.51%"
"Jones","Mississippi","142,720","73.51%","89.52%"
"Lee","South Carolina","142,649","73.54%","89.54%"
"Mahnomen","Minnesota","142,620","73.57%","89.56%"
"Simpson","Mississippi","142,598","73.6%","89.58%"
"Jasper","Illinois","142,534","73.63%","89.6%"
"Clay","Georgia","142,425","73.66%","89.62%"
"Refugio","Texas","142,359","73.69%","89.64%"
"Neshoba","Mississippi","142,238","73.72%","89.66%"
"Henry","Illinois","142,209","73.76%","89.68%"
"Morrill","Nebraska","142,180","73.79%","89.7%"
"Paulding","Ohio","142,153","73.82%","89.72%"
"Eastland","Texas","142,000","73.85%","89.74%"
"Custer","Oklahoma","141,991","73.88%","89.75%"
"Winnebago","Iowa","141,956","73.91%","89.77%"
"Barnwell","South Carolina","141,916","73.94%","89.79%"
"Powell","Kentucky","141,883","73.97%","89.81%"
"Aroostook","Maine","141,846","74%","89.83%"
"Lucas","Ohio","141,789","74.03%","89.85%"
"Newton","Mississippi","141,750","74.06%","89.87%"
"Upshur","West Virginia","141,647","74.1%","89.89%"
"Crawford","Iowa","141,606","74.13%","89.91%"
"Wichita","Kansas","141,462","74.16%","89.93%"
"Evans","Georgia","141,461","74.19%","89.95%"
"Holt","Nebraska","141,444","74.22%","89.96%"
"Cottonwood","Minnesota","141,439","74.25%","89.98%"
"Red River","Texas","141,319","74.28%","90%"
"Harrison","West Virginia","141,216","74.31%","90.02%"
"Hamilton","Iowa","141,071","74.34%","90.04%"
"Nicholas","Kentucky","141,015","74.37%","90.06%"
"Richland Parish","Louisiana","141,012","74.4%","90.08%"
"Shelby","Missouri","140,919","74.44%","90.1%"
"Washington","Alabama","140,892","74.47%","90.12%"
"Hansford","Texas","140,762","74.5%","90.14%"
"Taliaferro","Georgia","140,758","74.53%","90.15%"
"Clark","Arkansas","140,597","74.56%","90.17%"
"Williamson","Illinois","140,518","74.59%","90.19%"
"Linn","Kansas","140,354","74.62%","90.21%"
"Dale","Alabama","140,220","74.65%","90.23%"
"Elbert","Georgia","140,174","74.68%","90.25%"
"Clay","Nebraska","140,157","74.71%","90.27%"
"Decatur","Georgia","140,133","74.74%","90.29%"
"McCulloch","Texas","140,054","74.78%","90.31%"
"Floyd","Iowa","140,041","74.81%","90.33%"
"Worth","Georgia","139,881","74.84%","90.34%"
"Cheyenne","Nebraska","139,805","74.87%","90.36%"
"Leake","Mississippi","139,791","74.9%","90.38%"
"Ohio","West Virginia","139,741","74.93%","90.4%"
"Greeley","Kansas","139,686","74.96%","90.42%"
"Sheridan","North Dakota","139,608","74.99%","90.44%"
"Escambia","Alabama","139,563","75.02%","90.46%"
"Kingman","Kansas","139,437","75.05%","90.48%"
"Walthall","Mississippi","139,412","75.09%","90.49%"
"Winkler","Texas","139,360","75.12%","90.51%"
"Metcalfe","Kentucky","139,352","75.15%","90.53%"
"Lawrence","Ohio","139,350","75.18%","90.55%"
"Haywood","Tennessee","139,331","75.21%","90.57%"
"Clay","Mississippi","139,269","75.24%","90.59%"
"Culberson","Texas","139,216","75.27%","90.61%"
"Marengo","Alabama","139,201","75.3%","90.63%"
"Coffee","Georgia","139,096","75.33%","90.64%"
"Mason","Kentucky","139,031","75.36%","90.66%"
"Forest","Pennsylvania","138,546","75.39%","90.68%"
"Mahoning","Ohio","138,446","75.43%","90.7%"
"Webster Parish","Louisiana","138,367","75.46%","90.72%"
"Columbia","Arkansas","138,347","75.49%","90.74%"
"Sevier","Arkansas","138,296","75.52%","90.76%"
"Darlington","South Carolina","138,277","75.55%","90.78%"
"Armstrong","Pennsylvania","138,234","75.58%","90.79%"
"Saginaw","Michigan","138,193","75.61%","90.81%"
"Bond","Illinois","138,171","75.64%","90.83%"
"Orangeburg","South Carolina","137,995","75.67%","90.85%"
"Iberia Parish","Louisiana","137,990","75.7%","90.87%"
"Palo Alto","Iowa","137,950","75.73%","90.89%"
"Franklin","Iowa","137,938","75.77%","90.91%"
"Rock Island","Illinois","137,933","75.8%","90.92%"
"Baraga","Michigan","137,901","75.83%","90.94%"
"Washington","Illinois","137,864","75.86%","90.96%"
"Wayne","Indiana","137,850","75.89%","90.98%"
"Cook","Georgia","137,828","75.92%","91%"
"Bath","Kentucky","137,584","75.95%","91.02%"
"Graves","Kentucky","137,564","75.98%","91.04%"
"Amite","Mississippi","137,397","76.01%","91.05%"
"Dickinson","Michigan","137,358","76.04%","91.07%"
"Indiana","Pennsylvania","137,251","76.07%","91.09%"
"Carter","Montana","137,127","76.11%","91.11%"
"Morgan","Kentucky","137,105","76.14%","91.13%"
"Appling","Georgia","136,987","76.17%","91.15%"
"Greene","Pennsylvania","136,873","76.2%","91.17%"
"Ottawa","Kansas","136,837","76.23%","91.18%"
"Perry","Arkansas","136,653","76.26%","91.2%"
"Mineral","Nevada","136,646","76.29%","91.22%"
"Washington Parish","Louisiana","136,569","76.32%","91.24%"
"Covington","Mississippi","136,275","76.35%","91.26%"
"Pawnee","Nebraska","136,260","76.38%","91.28%"
"Cattaraugus","New York","136,217","76.41%","91.29%"
"Owsley","Kentucky","136,071","76.45%","91.31%"
"Greene","Iowa","136,065","76.48%","91.33%"
"Red River Parish","Louisiana","136,027","76.51%","91.35%"
"Prentiss","Mississippi","136,026","76.54%","91.37%"
"Stoddard","Missouri","135,999","76.57%","91.39%"
"Vinton","Ohio","135,994","76.6%","91.4%"
"Chemung","New York","135,937","76.63%","91.42%"
"Watonwan","Minnesota","135,886","76.66%","91.44%"
"Knox","Kentucky","135,765","76.69%","91.46%"
"Sullivan","Indiana","135,724","76.72%","91.48%"
"Northumberland","Pennsylvania","135,622","76.75%","91.5%"
"Cass","Indiana","135,614","76.79%","91.51%"
"Greensville","Virginia","135,586","76.82%","91.53%"
"Columbiana","Ohio","135,474","76.85%","91.55%"
"Hampton","South Carolina","135,455","76.88%","91.57%"
"Fayette","Illinois","135,423","76.91%","91.59%"
"Benton","Mississippi","135,297","76.94%","91.61%"
"Logan","Kansas","135,138","76.97%","91.62%"
"Stevens","Kansas","135,095","77%","91.64%"
"Smyth","Virginia","135,075","77.03%","91.66%"
"Choctaw","Mississippi","135,053","77.06%","91.68%"
"Arenac","Michigan","134,923","77.09%","91.7%"
"Cambria","Pennsylvania","134,870","77.13%","91.71%"
"Shelby","Illinois","134,856","77.16%","91.73%"
"Kiowa","Kansas","134,795","77.19%","91.75%"
"Lake","Michigan","134,719","77.22%","91.77%"
"Crawford","Ohio","134,705","77.25%","91.79%"
"Iroquois","Illinois","134,524","77.28%","91.81%"
"Caddo Parish","Louisiana","134,420","77.31%","91.82%"
"Johnston","Oklahoma","134,303","77.34%","91.84%"
"Jefferson","Mississippi","134,217","77.37%","91.86%"
"St. Landry Parish","Louisiana","134,216","77.4%","91.88%"
"Perkins","South Dakota","134,084","77.43%","91.9%"
"Latimer","Oklahoma","133,942","77.47%","91.91%"
"Chenango","New York","133,928","77.5%","91.93%"
"Cross","Arkansas","133,840","77.53%","91.95%"
"Vigo","Indiana","133,722","77.56%","91.97%"
"Bolivar","Mississippi","133,706","77.59%","91.99%"
"Trumbull","Ohio","133,652","77.62%","92%"
"Koochiching","Minnesota","133,536","77.65%","92.02%"
"Fayette","Indiana","133,506","77.68%","92.04%"
"Magoffin","Kentucky","133,269","77.71%","92.06%"
"Crawford","Indiana","133,244","77.74%","92.08%"
"Faribault","Minnesota","133,235","77.77%","92.09%"
"Chickasaw","Mississippi","133,234","77.81%","92.11%"
"Willacy","Texas","133,189","77.84%","92.13%"
"Wabash","Illinois","133,133","77.87%","92.15%"
"Potter","Texas","133,124","77.9%","92.17%"
"Walworth","South Dakota","132,978","77.93%","92.18%"
"Ochiltree","Texas","132,959","77.96%","92.2%"
"Grant","Kansas","132,863","77.99%","92.22%"
"Fayette","Iowa","132,809","78.02%","92.24%"
"Morgan","Ohio","132,797","78.05%","92.26%"
"Monroe","Ohio","132,615","78.08%","92.27%"
"Fayette","Pennsylvania","132,611","78.11%","92.29%"
"Cabell","West Virginia","132,594","78.15%","92.31%"
"Ohio","Kentucky","132,549","78.18%","92.33%"
"Monona","Iowa","132,430","78.21%","92.34%"
"Winston","Mississippi","132,422","78.24%","92.36%"
"Obion","Tennessee","132,396","78.27%","92.38%"
"Muskogee","Oklahoma","132,361","78.3%","92.4%"
"Allegany","Maryland","132,345","78.33%","92.42%"
"Webster","Iowa","132,316","78.36%","92.43%"
"Clearfield","Pennsylvania","132,310","78.39%","92.45%"
"Boyd","Nebraska","132,310","78.42%","92.47%"
"Randolph","West Virginia","132,307","78.45%","92.49%"
"Ida","Iowa","132,280","78.49%","92.5%"
"Cass","Iowa","132,240","78.52%","92.52%"
"Iron","Missouri","132,145","78.55%","92.54%"
"Delaware","Indiana","132,070","78.58%","92.56%"
"Clark","Illinois","132,051","78.61%","92.58%"
"Union","Iowa","132,030","78.64%","92.59%"
"Lenoir","North Carolina","131,954","78.67%","92.61%"
"Randolph","Arkansas","131,946","78.7%","92.63%"
"Comanche","Oklahoma","131,836","78.73%","92.65%"
"Perry","Mississippi","131,819","78.76%","92.67%"
"Nolan","Texas","131,598","78.79%","92.68%"
"West Carroll Parish","Louisiana","131,572","78.83%","92.7%"
"Bladen","North Carolina","131,551","78.86%","92.72%"
"McLean","Kentucky","131,302","78.89%","92.74%"
"Keokuk","Iowa","131,245","78.92%","92.75%"
"Greenup","Kentucky","131,155","78.95%","92.77%"
"Belmont","Ohio","131,148","78.98%","92.79%"
"Monroe","Alabama","131,135","79.01%","92.81%"
"Roosevelt","Montana","131,071","79.04%","92.82%"
"Wilcox","Alabama","131,022","79.07%","92.84%"
"Terry","Texas","130,969","79.1%","92.86%"
"Stanton","Kansas","130,960","79.13%","92.88%"
"Hettinger","North Dakota","130,868","79.17%","92.9%"
"Des Moines","Iowa","130,861","79.2%","92.91%"
"Miami","Indiana","130,860","79.23%","92.93%"
"Marion","Mississippi","130,754","79.26%","92.95%"
"Pembina","North Dakota","130,589","79.29%","92.97%"
"Clare","Michigan","130,533","79.32%","92.98%"
"Richland","Illinois","130,376","79.35%","93%"
"Oscoda","Michigan","130,284","79.38%","93.02%"
"Hardeman","Tennessee","130,234","79.41%","93.04%"
"Greene","Mississippi","129,974","79.44%","93.05%"
"Lewis","West Virginia","129,935","79.47%","93.07%"
"Hopkins","Kentucky","129,883","79.51%","93.09%"
"Caldwell Parish","Louisiana","129,842","79.54%","93.11%"
"Terrell","Texas","129,834","79.57%","93.12%"
"Clay","Kansas","129,788","79.6%","93.14%"
"Mason","West Virginia","129,770","79.63%","93.16%"
"Moultrie","Illinois","129,679","79.66%","93.18%"
"Hamilton","Illinois","129,452","79.69%","93.19%"
"Jefferson Davis Parish","Louisiana","129,402","79.72%","93.21%"
"Hickman","Kentucky","129,333","79.75%","93.23%"
"Page","Iowa","129,304","79.78%","93.25%"
"Vernon","Missouri","128,977","79.81%","93.26%"
"Miller","Georgia","128,957","79.85%","93.28%"
"Taylor","Georgia","128,901","79.88%","93.3%"
"Colquitt","Georgia","128,862","79.91%","93.32%"
"Sherman","Kansas","128,846","79.94%","93.33%"
"Audubon","Iowa","128,818","79.97%","93.35%"
"Lamar","Alabama","128,793","80%","93.37%"
"Van Buren","Iowa","128,755","80.03%","93.38%"
"Pickens","Alabama","128,747","80.06%","93.4%"
"Nicholas","West Virginia","128,732","80.09%","93.42%"
"Pushmataha","Oklahoma","128,704","80.12%","93.44%"
"Lunenburg","Virginia","128,650","80.15%","93.45%"
"Stonewall","Texas","128,596","80.19%","93.47%"
"Jefferson","Nebraska","128,594","80.22%","93.49%"
"Jay","Indiana","128,580","80.25%","93.51%"
"Pittsburg","Oklahoma","128,568","80.28%","93.52%"
"Livingston","Illinois","128,328","80.31%","93.54%"
"Braxton","West Virginia","128,302","80.34%","93.56%"
"Hardin","Iowa","128,170","80.37%","93.58%"
"Jackson","Ohio","128,006","80.4%","93.59%"
"Union","Kentucky","127,919","80.43%","93.61%"
"Washington","Kansas","127,918","80.46%","93.63%"
"Stark","Illinois","127,863","80.49%","93.64%"
"Wayne","Mississippi","127,775","80.53%","93.66%"
"Jones","Texas","127,696","80.56%","93.68%"
"Luce","Michigan","127,683","80.59%","93.7%"
"Knox","Missouri","127,619","80.62%","93.71%"
"Calhoun","Iowa","127,602","80.65%","93.73%"
"Robeson","North Carolina","127,484","80.68%","93.75%"
"Boyd","Kentucky","127,452","80.71%","93.76%"
"Jasper","Mississippi","127,265","80.74%","93.78%"
"Reno","Kansas","127,204","80.77%","93.8%"
"Hancock","West Virginia","127,169","80.8%","93.82%"
"Hale","Texas","126,991","80.83%","93.83%"
"Dodge","Georgia","126,978","80.87%","93.85%"
"Randolph","Indiana","126,953","80.9%","93.87%"
"Clark","Missouri","126,941","80.93%","93.88%"
"Kanawha","West Virginia","126,823","80.96%","93.9%"
"Scotland","North Carolina","126,735","80.99%","93.92%"
"Noble","Oklahoma","126,731","81.02%","93.94%"
"Marshall","West Virginia","126,708","81.05%","93.95%"
"Harrison","Ohio","126,696","81.08%","93.97%"
"Runnels","Texas","126,597","81.11%","93.99%"
"Adams","Mississippi","126,414","81.14%","94%"
"Doniphan","Kansas","126,363","81.17%","94.02%"
"Perry","Alabama","126,300","81.21%","94.04%"
"Knox","Indiana","126,282","81.24%","94.06%"
"Edgecombe","North Carolina","126,229","81.27%","94.07%"
"Halifax","Virginia","126,126","81.3%","94.09%"
"Beckham","Oklahoma","126,093","81.33%","94.11%"
"Warren","Pennsylvania","126,041","81.36%","94.12%"
"Cibola","New Mexico","126,017","81.39%","94.14%"
"Garvin","Oklahoma","125,873","81.42%","94.16%"
"Ontonagon","Michigan","125,830","81.45%","94.17%"
"Henry","Virginia","125,764","81.48%","94.19%"
"Prairie","Arkansas","125,674","81.51%","94.21%"
"Roane","West Virginia","125,512","81.55%","94.22%"
"Kemper","Mississippi","125,498","81.58%","94.24%"
"Jenkins","Georgia","125,464","81.61%","94.26%"
"Kiowa","Colorado","125,431","81.64%","94.28%"
"Fayette","Alabama","125,401","81.67%","94.29%"
