"county","state","mean_income","cum_county","cum_mean_income"
"Carroll","Kentucky","76,214","65.41%","73.94%"
"Sanilac","Michigan","76,203","65.44%","73.97%"
"Tate","Mississippi","76,186","65.47%","73.99%"
"Iberia Parish","Louisiana","76,182","65.5%","74.02%"
"Montgomery","Georgia","76,175","65.53%","74.05%"
"Williams","Ohio","76,171","65.56%","74.08%"
"Pulaski","Indiana","76,170","65.6%","74.11%"
"Echols","Georgia","76,146","65.63%","74.13%"
"Atchison","Missouri","76,140","65.66%","74.16%"
"Wood","West Virginia","76,135","65.69%","74.19%"
"Mohave","Arizona","76,121","65.72%","74.22%"
"Surry","North Carolina","76,119","65.75%","74.24%"
"Roscommon","Michigan","76,109","65.78%","74.27%"
"Fayette","Ohio","76,109","65.81%","74.3%"
"Highland","Ohio","76,105","65.84%","74.33%"
"Wilson","Kansas","76,102","65.87%","74.35%"
"Mississippi","Arkansas","76,088","65.9%","74.38%"
"Greensville","Virginia","76,071","65.94%","74.41%"
"Titus","Texas","76,026","65.97%","74.44%"
"Pointe Coupee Parish","Louisiana","76,024","66%","74.46%"
"Warren","Pennsylvania","76,006","66.03%","74.49%"
"Union","Tennessee","76,005","66.06%","74.52%"
"Benewah","Idaho","75,989","66.09%","74.55%"
"Aitkin","Minnesota","75,979","66.12%","74.57%"
"Somerset","Pennsylvania","75,974","66.15%","74.6%"
"Schoolcraft","Michigan","75,970","66.18%","74.63%"
"Union","Illinois","75,913","66.21%","74.66%"
"Northumberland","Pennsylvania","75,909","66.24%","74.68%"
"Wahkiakum","Washington","75,908","66.28%","74.71%"
"Gentry","Missouri","75,900","66.31%","74.74%"
"Tripp","South Dakota","75,895","66.34%","74.77%"
"Columbiana","Ohio","75,850","66.37%","74.79%"
"Belmont","Ohio","75,829","66.4%","74.82%"
"Morgan","Missouri","75,808","66.43%","74.85%"
"Madison","Georgia","75,794","66.46%","74.88%"
"Boundary","Idaho","75,791","66.49%","74.9%"
"Phillips","Kansas","75,789","66.52%","74.93%"
"Presque Isle","Michigan","75,785","66.55%","74.96%"
"Frontier","Nebraska","75,783","66.58%","74.99%"
"Tallapoosa","Alabama","75,764","66.62%","75.01%"
"Taylor","West Virginia","75,742","66.65%","75.04%"
"Val Verde","Texas","75,738","66.68%","75.07%"
"Jefferson","Florida","75,727","66.71%","75.1%"
"Meigs","Tennessee","75,683","66.74%","75.12%"
"Chilton","Alabama","75,680","66.77%","75.15%"
"Boyd","Kentucky","75,673","66.8%","75.18%"
"Gila","Arizona","75,671","66.83%","75.21%"
"Fayette","Iowa","75,669","66.86%","75.23%"
"Garvin","Oklahoma","75,648","66.89%","75.26%"
"Lowndes","Georgia","75,646","66.92%","75.29%"
"Richland","Illinois","75,635","66.96%","75.32%"
"Vermilion Parish","Louisiana","75,614","66.99%","75.34%"
"Crawford","Arkansas","75,580","67.02%","75.37%"
"Angelina","Texas","75,570","67.05%","75.4%"
"Polk","Arkansas","75,460","67.08%","75.43%"
"Perry","Arkansas","75,452","67.11%","75.45%"
"Henderson","Illinois","75,442","67.14%","75.48%"
"Beaverhead","Montana","75,421","67.17%","75.51%"
"Cleveland","North Carolina","75,411","67.2%","75.54%"
"Coleman","Texas","75,407","67.23%","75.56%"
"Jasper","Missouri","75,406","67.26%","75.59%"
"Houston","Texas","75,378","67.3%","75.62%"
"Wythe","Virginia","75,350","67.33%","75.65%"
"Edwards","Kansas","75,339","67.36%","75.67%"
"Essex","Virginia","75,330","67.39%","75.7%"
"Washington","Missouri","75,326","67.42%","75.73%"
"Putnam","Tennessee","75,297","67.45%","75.75%"
"Cabell","West Virginia","75,291","67.48%","75.78%"
"Keith","Nebraska","75,280","67.51%","75.81%"
"Union","Kentucky","75,274","67.54%","75.84%"
"Owen","Kentucky","75,233","67.57%","75.86%"
"Tuscola","Michigan","75,231","67.6%","75.89%"
"Mayes","Oklahoma","75,226","67.64%","75.92%"
"Tucker","West Virginia","75,203","67.67%","75.95%"
"Logan","North Dakota","75,186","67.7%","75.97%"
"Pulaski","Kentucky","75,173","67.73%","76%"
"Lincoln","New Mexico","75,134","67.76%","76.03%"
"Fountain","Indiana","75,131","67.79%","76.05%"
"Athens","Ohio","75,116","67.82%","76.08%"
"Nowata","Oklahoma","75,109","67.85%","76.11%"
"Trousdale","Tennessee","75,095","67.88%","76.14%"
"Cherokee","Oklahoma","75,092","67.91%","76.16%"
"Jefferson Davis Parish","Louisiana","75,091","67.94%","76.19%"
"Prince Edward","Virginia","75,079","67.98%","76.22%"
"McIntosh","North Dakota","75,039","68.01%","76.25%"
"Hampshire","West Virginia","75,033","68.04%","76.27%"
"Prairie","Arkansas","75,028","68.07%","76.3%"
"Perry","Illinois","75,024","68.1%","76.33%"
"Wyandotte","Kansas","75,022","68.13%","76.35%"
"Piscataquis","Maine","74,961","68.16%","76.38%"
"Grant","Oregon","74,955","68.19%","76.41%"
"Potter","Pennsylvania","74,947","68.22%","76.44%"
"Saline","Missouri","74,941","68.25%","76.46%"
"Preston","West Virginia","74,939","68.28%","76.49%"
"Tift","Georgia","74,905","68.32%","76.52%"
"Furnas","Nebraska","74,885","68.35%","76.54%"
"Rio Arriba","New Mexico","74,876","68.38%","76.57%"
"Jasper","Texas","74,872","68.41%","76.6%"
"Fall River","South Dakota","74,869","68.44%","76.63%"
"Cleburne","Arkansas","74,855","68.47%","76.65%"
"Massac","Illinois","74,853","68.5%","76.68%"
"Rush","Indiana","74,837","68.53%","76.71%"
"Lake","Oregon","74,797","68.56%","76.73%"
"Delaware","Oklahoma","74,796","68.59%","76.76%"
"Stokes","North Carolina","74,778","68.62%","76.79%"
"Calhoun","South Carolina","74,774","68.66%","76.82%"
"Washington","Indiana","74,773","68.69%","76.84%"
"Christian","Illinois","74,729","68.72%","76.87%"
"Screven","Georgia","74,726","68.75%","76.9%"
"Vernon Parish","Louisiana","74,713","68.78%","76.92%"
"Miami","Indiana","74,702","68.81%","76.95%"
"Newton","Mississippi","74,698","68.84%","76.98%"
"Pike","Missouri","74,695","68.87%","77.01%"
"Lake and Peninsula Borough","Alaska","74,678","68.9%","77.03%"
"Shelby","Texas","74,633","68.93%","77.06%"
"Adams","Wisconsin","74,613","68.96%","77.09%"
"Hill","Montana","74,611","69%","77.11%"
"Audubon","Iowa","74,605","69.03%","77.14%"
"Polk","Georgia","74,563","69.06%","77.17%"
"Waynesboro city","Virginia","74,559","69.09%","77.19%"
"Lowndes","Mississippi","74,538","69.12%","77.22%"
"Nacogdoches","Texas","74,527","69.15%","77.25%"
"Garland","Arkansas","74,518","69.18%","77.28%"
"Breckinridge","Kentucky","74,513","69.21%","77.3%"
"Miller","Missouri","74,505","69.24%","77.33%"
"Hardin","Ohio","74,502","69.27%","77.36%"
"Union","Arkansas","74,494","69.3%","77.38%"
"Page","Iowa","74,484","69.34%","77.41%"
"Modoc","California","74,476","69.37%","77.44%"
"Kenedy","Texas","74,447","69.4%","77.46%"
"Gladwin","Michigan","74,438","69.43%","77.49%"
"Mackinac","Michigan","74,438","69.46%","77.52%"
"Upson","Georgia","74,428","69.49%","77.55%"
"Lee","Iowa","74,428","69.52%","77.57%"
"Maries","Missouri","74,425","69.55%","77.6%"
"Coffee","Tennessee","74,417","69.58%","77.63%"
"Caldwell","Kentucky","74,415","69.61%","77.65%"
"Rolette","North Dakota","74,414","69.64%","77.68%"
"Meagher","Montana","74,368","69.68%","77.71%"
"De Soto Parish","Louisiana","74,350","69.71%","77.73%"
"Doña Ana","New Mexico","74,338","69.74%","77.76%"
"Swain","North Carolina","74,336","69.77%","77.79%"
"Beckham","Oklahoma","74,334","69.8%","77.82%"
"Fayette","Pennsylvania","74,330","69.83%","77.84%"
"Kimball","Nebraska","74,329","69.86%","77.87%"
"Hendry","Florida","74,323","69.89%","77.9%"
"Anderson","Kansas","74,313","69.92%","77.92%"
"Cedar","Missouri","74,308","69.95%","77.95%"
"Burke","North Carolina","74,300","69.98%","77.98%"
"Polk","Texas","74,300","70.02%","78%"
"Perry","Kentucky","74,273","70.05%","78.03%"
"Colbert","Alabama","74,264","70.08%","78.06%"
"Dickens","Texas","74,248","70.11%","78.09%"
"Forrest","Mississippi","74,247","70.14%","78.11%"
"Huron","Michigan","74,244","70.17%","78.14%"
"Guernsey","Ohio","74,239","70.2%","78.17%"
"Mitchell","North Carolina","74,236","70.23%","78.19%"
"St. Martin Parish","Louisiana","74,226","70.26%","78.22%"
"Buckingham","Virginia","74,211","70.29%","78.25%"
"Sullivan","Indiana","74,197","70.32%","78.27%"
"Fairfield","South Carolina","74,173","70.36%","78.3%"
"Hamblen","Tennessee","74,136","70.39%","78.33%"
"Pawnee","Oklahoma","74,111","70.42%","78.35%"
"Bland","Virginia","74,110","70.45%","78.38%"
"Eddy","North Dakota","74,107","70.48%","78.41%"
"Miller","Georgia","74,105","70.51%","78.43%"
"Long","Georgia","74,088","70.54%","78.46%"
"Uvalde","Texas","74,085","70.57%","78.49%"
"Edgar","Illinois","74,074","70.6%","78.52%"
"San Juan","New Mexico","74,068","70.63%","78.54%"
"Chautauqua","New York","74,065","70.66%","78.57%"
"Ashtabula","Ohio","74,053","70.7%","78.6%"
"Richland","Ohio","74,042","70.73%","78.62%"
"Ferry","Washington","74,026","70.76%","78.65%"
"Randolph","Indiana","74,024","70.79%","78.68%"
"Taylor","Florida","74,020","70.82%","78.7%"
"Clayton","Georgia","74,004","70.85%","78.73%"
"Mecklenburg","Virginia","73,997","70.88%","78.76%"
"Arkansas","Arkansas","73,981","70.91%","78.78%"
"Union","Iowa","73,974","70.94%","78.81%"
"Clarke","Alabama","73,965","70.97%","78.84%"
"Columbia","Florida","73,958","71%","78.86%"
"Pittsburg","Oklahoma","73,938","71.04%","78.89%"
"Adams","North Dakota","73,927","71.07%","78.92%"
"Alamosa","Colorado","73,926","71.1%","78.94%"
"San Saba","Texas","73,917","71.13%","78.97%"
"Galax city","Virginia","73,907","71.16%","79%"
"Matagorda","Texas","73,895","71.19%","79.03%"
"Madison","Arkansas","73,885","71.22%","79.05%"
"Montgomery","Missouri","73,885","71.25%","79.08%"
"Mifflin","Pennsylvania","73,879","71.28%","79.11%"
"Nottoway","Virginia","73,868","71.31%","79.13%"
"Patrick","Virginia","73,865","71.34%","79.16%"
"Stewart","Tennessee","73,864","71.38%","79.19%"
"Franklin","Georgia","73,834","71.41%","79.21%"
"Starke","Indiana","73,831","71.44%","79.24%"
"Jefferson","Nebraska","73,820","71.47%","79.27%"
"Jones","Mississippi","73,758","71.5%","79.29%"
"Cumberland","Tennessee","73,753","71.53%","79.32%"
"King","Texas","73,751","71.56%","79.35%"
"Cattaraugus","New York","73,744","71.59%","79.37%"
"Lewis","West Virginia","73,742","71.62%","79.4%"
"Sherman","Oregon","73,740","71.65%","79.43%"
"Sioux","Nebraska","73,691","71.68%","79.45%"
"Stephens","Texas","73,664","71.72%","79.48%"
"Richmond","Georgia","73,646","71.75%","79.51%"
"Randolph","North Carolina","73,631","71.78%","79.53%"
"McCormick","South Carolina","73,615","71.81%","79.56%"
"Vigo","Indiana","73,599","71.84%","79.59%"
"San Juan","Utah","73,598","71.87%","79.61%"
"Rockingham","North Carolina","73,596","71.9%","79.64%"
"Iron","Wisconsin","73,582","71.93%","79.67%"
"White","Arkansas","73,577","71.96%","79.69%"
"St. Francois","Missouri","73,573","71.99%","79.72%"
"Marion","Tennessee","73,573","72.02%","79.75%"
"Niobrara","Wyoming","73,515","72.06%","79.77%"
"Kiowa","Colorado","73,510","72.09%","79.8%"
"Johnson","Nebraska","73,510","72.12%","79.83%"
"Cannon","Tennessee","73,507","72.15%","79.85%"
"Price","Wisconsin","73,497","72.18%","79.88%"
"Nolan","Texas","73,488","72.21%","79.91%"
"Greenwood","South Carolina","73,454","72.24%","79.93%"
"Gregory","South Dakota","73,414","72.27%","79.96%"
"Trigg","Kentucky","73,411","72.3%","79.99%"
"Dawson","Texas","73,403","72.33%","80.01%"
"Polk","Missouri","73,323","72.36%","80.04%"
"Forest","Wisconsin","73,293","72.4%","80.07%"
"Stone","Mississippi","73,281","72.43%","80.09%"
"Barton","Kansas","73,254","72.46%","80.12%"
"Throckmorton","Texas","73,249","72.49%","80.15%"
"Bradford","Florida","73,237","72.52%","80.17%"
"Marshall","Mississippi","73,205","72.55%","80.2%"
"Bates","Missouri","73,202","72.58%","80.23%"
"Sherman","Nebraska","73,202","72.61%","80.25%"
"Trinity","Texas","73,199","72.64%","80.28%"
"Logan","Colorado","73,188","72.67%","80.31%"
"Jeff Davis","Texas","73,186","72.7%","80.33%"
"Caldwell Parish","Louisiana","73,179","72.74%","80.36%"
"Calhoun","Arkansas","73,162","72.77%","80.39%"
"Ellis","Oklahoma","73,156","72.8%","80.41%"
"Trumbull","Ohio","73,150","72.83%","80.44%"
"Aroostook","Maine","73,148","72.86%","80.47%"
"Okmulgee","Oklahoma","73,141","72.89%","80.49%"
"Caldwell","North Carolina","73,139","72.92%","80.52%"
"Logan","Kentucky","73,133","72.95%","80.54%"
"Etowah","Alabama","73,124","72.98%","80.57%"
"Jefferson","Pennsylvania","73,117","73.01%","80.6%"
"Covington","Alabama","73,109","73.04%","80.62%"
"Cleburne","Alabama","73,100","73.08%","80.65%"
"Perry","Indiana","73,098","73.11%","80.68%"
"Abbeville","South Carolina","73,094","73.14%","80.7%"
"Falls","Texas","73,085","73.17%","80.73%"
"Chaves","New Mexico","73,075","73.2%","80.76%"
"Liberty","Georgia","73,038","73.23%","80.78%"
"Darlington","South Carolina","73,030","73.26%","80.81%"
"Chautauqua","Kansas","72,939","73.29%","80.84%"
"Prentiss","Mississippi","72,927","73.32%","80.86%"
"Lincoln","Kansas","72,920","73.35%","80.89%"
"Douglas","Missouri","72,916","73.38%","80.92%"
"Overton","Tennessee","72,901","73.42%","80.94%"
"Somerset","Maine","72,900","73.45%","80.97%"
"Lemhi","Idaho","72,897","73.48%","80.99%"
"Wadena","Minnesota","72,882","73.51%","81.02%"
"Alpena","Michigan","72,874","73.54%","81.05%"
"Rawlins","Kansas","72,855","73.57%","81.07%"
"Crawford","Ohio","72,825","73.6%","81.1%"
"Edwards","Illinois","72,815","73.63%","81.13%"
"Chase","Kansas","72,786","73.66%","81.15%"
"Logan","Arkansas","72,784","73.69%","81.18%"
"Potter","Texas","72,783","73.72%","81.21%"
"Calloway","Kentucky","72,773","73.76%","81.23%"
"Crittenden","Arkansas","72,770","73.79%","81.26%"
"Jewell","Kansas","72,764","73.82%","81.29%"
"Talladega","Alabama","72,746","73.85%","81.31%"
"Hardeman","Texas","72,735","73.88%","81.34%"
"Gibson","Tennessee","72,720","73.91%","81.36%"
"Macon","Tennessee","72,710","73.94%","81.39%"
"Gates","North Carolina","72,701","73.97%","81.42%"
"Lyon","Kansas","72,659","74%","81.44%"
"Harrison","Ohio","72,647","74.03%","81.47%"
"Wayne","Illinois","72,646","74.06%","81.5%"
"Taylor","Kentucky","72,642","74.1%","81.52%"
"Saluda","South Carolina","72,636","74.13%","81.55%"
"Putnam","Missouri","72,634","74.16%","81.58%"
"Curry","New Mexico","72,630","74.19%","81.6%"
"Greene","Tennessee","72,597","74.22%","81.63%"
"Highlands","Florida","72,590","74.25%","81.65%"
"Allegany","Maryland","72,567","74.28%","81.68%"
"Laurens","South Carolina","72,549","74.31%","81.71%"
"Lawrence","Ohio","72,534","74.34%","81.73%"
"Page","Virginia","72,525","74.37%","81.76%"
"George","Mississippi","72,483","74.4%","81.79%"
"Phelps","Missouri","72,483","74.44%","81.81%"
"Upshur","West Virginia","72,482","74.47%","81.84%"
"Sumter","South Carolina","72,474","74.5%","81.86%"
"Okeechobee","Florida","72,468","74.53%","81.89%"
"Pike","Illinois","72,468","74.56%","81.92%"
"Rusk","Wisconsin","72,443","74.59%","81.94%"
"Clearwater","Idaho","72,440","74.62%","81.97%"
"Isabella","Michigan","72,425","74.65%","82%"
"Wheeler","Oregon","72,405","74.68%","82.02%"
"Chester","Tennessee","72,399","74.71%","82.05%"
"Menominee","Wisconsin","72,396","74.74%","82.07%"
"Osceola","Michigan","72,359","74.78%","82.1%"
"Kidder","North Dakota","72,356","74.81%","82.13%"
"Grady","Georgia","72,324","74.84%","82.15%"
"Jefferson","Ohio","72,319","74.87%","82.18%"
"Warren","Tennessee","72,310","74.9%","82.21%"
"Bryan","Oklahoma","72,300","74.93%","82.23%"
"Macon","Georgia","72,277","74.96%","82.26%"
"Daniels","Montana","72,275","74.99%","82.28%"
"Wilkes","Georgia","72,273","75.02%","82.31%"
"Limestone","Texas","72,269","75.05%","82.34%"
"Graves","Kentucky","72,233","75.09%","82.36%"
"Vermillion","Indiana","72,225","75.12%","82.39%"
"Lincoln","Georgia","72,199","75.15%","82.42%"
"Carroll","Arkansas","72,185","75.18%","82.44%"
"Grant","West Virginia","72,148","75.21%","82.47%"
"Owyhee","Idaho","72,147","75.24%","82.49%"
"Vermilion","Illinois","72,146","75.27%","82.52%"
"Pondera","Montana","72,053","75.3%","82.55%"
"Livingston","Kentucky","72,048","75.33%","82.57%"
"Ashland","Wisconsin","72,039","75.36%","82.6%"
"Brewster","Texas","72,031","75.39%","82.62%"
"Power","Idaho","72,022","75.43%","82.65%"
"Montgomery","Kentucky","71,993","75.46%","82.68%"
"Deaf Smith","Texas","71,959","75.49%","82.7%"
"Pearl River","Mississippi","71,898","75.52%","82.73%"
"Levy","Florida","71,892","75.55%","82.76%"
"Brunswick","Virginia","71,884","75.58%","82.78%"
"Calhoun","Alabama","71,879","75.61%","82.81%"
"Payne","Oklahoma","71,869","75.64%","82.83%"
"Audrain","Missouri","71,849","75.67%","82.86%"
"Toombs","Georgia","71,820","75.7%","82.89%"
"Upton","Texas","71,782","75.73%","82.91%"
"Decatur","Kansas","71,773","75.77%","82.94%"
"Wilson","North Carolina","71,763","75.8%","82.96%"
"Bee","Texas","71,739","75.83%","82.99%"
"Hidalgo","Texas","71,722","75.86%","83.02%"
"Colquitt","Georgia","71,702","75.89%","83.04%"
"Vinton","Ohio","71,683","75.92%","83.07%"
"Rosebud","Montana","71,671","75.95%","83.09%"
"Pittsylvania","Virginia","71,627","75.98%","83.12%"
"Washington","Maine","71,586","76.01%","83.15%"
"Greeley","Nebraska","71,584","76.04%","83.17%"
"Motley","Texas","71,578","76.07%","83.2%"
"Kleberg","Texas","71,503","76.11%","83.22%"
"Laurel","Kentucky","71,463","76.14%","83.25%"
"Carter","Kentucky","71,428","76.17%","83.28%"
"Knox","Texas","71,418","76.2%","83.3%"
"Woods","Oklahoma","71,400","76.23%","83.33%"
"Obion","Tennessee","71,392","76.26%","83.35%"
"Hopkins","Kentucky","71,377","76.29%","83.38%"
"Harper","Kansas","71,347","76.32%","83.4%"
"Concho","Texas","71,323","76.35%","83.43%"
"Sanders","Montana","71,302","76.38%","83.46%"
"Warren","North Carolina","71,275","76.41%","83.48%"
"Delaware","Indiana","71,257","76.45%","83.51%"
"Clay","Alabama","71,247","76.48%","83.53%"
"Otero","New Mexico","71,241","76.51%","83.56%"
"Menominee","Michigan","71,229","76.54%","83.59%"
"Hinds","Mississippi","71,220","76.57%","83.61%"
"McDowell","North Carolina","71,177","76.6%","83.64%"
"Lamb","Texas","71,174","76.63%","83.66%"
"Bronx","New York","71,165","76.66%","83.69%"
"Neosho","Kansas","71,143","76.69%","83.71%"
"Cass","Texas","71,132","76.72%","83.74%"
"Logan","West Virginia","71,127","76.75%","83.77%"
"Nodaway","Missouri","71,121","76.79%","83.79%"
"Kinney","Texas","71,116","76.82%","83.82%"
"Brooke","West Virginia","71,104","76.85%","83.84%"
"Raleigh","West Virginia","71,102","76.88%","83.87%"
"Baraga","Michigan","71,095","76.91%","83.9%"
"Cheyenne","Kansas","71,088","76.94%","83.92%"
"Cherokee","Alabama","71,062","76.97%","83.95%"
"McMullen","Texas","71,042","77%","83.97%"
"Lawrence","Missouri","71,034","77.03%","84%"
"Martin","Kentucky","70,987","77.06%","84.02%"
"Scott","Indiana","70,950","77.09%","84.05%"
"Suwannee","Florida","70,930","77.13%","84.08%"
"Grant","Indiana","70,918","77.16%","84.1%"
"Cass","Indiana","70,904","77.19%","84.13%"
"Caswell","North Carolina","70,874","77.22%","84.15%"
"Morgan","Kentucky","70,860","77.25%","84.18%"
"Cherokee","Kansas","70,814","77.28%","84.2%"
"Golden Valley","Montana","70,791","77.31%","84.23%"
"Worth","Georgia","70,790","77.34%","84.26%"
"Randolph","Alabama","70,749","77.37%","84.28%"
"Dade","Missouri","70,733","77.4%","84.31%"
"Simpson","Kentucky","70,729","77.43%","84.33%"
"Mecosta","Michigan","70,726","77.47%","84.36%"
"Alcona","Michigan","70,723","77.5%","84.38%"
"Labette","Kansas","70,700","77.53%","84.41%"
"Rhea","Tennessee","70,688","77.56%","84.44%"
"Attala","Mississippi","70,667","77.59%","84.46%"
"Winn Parish","Louisiana","70,666","77.62%","84.49%"
"White","Illinois","70,653","77.65%","84.51%"
"Crenshaw","Alabama","70,635","77.68%","84.54%"
"Northampton","North Carolina","70,632","77.71%","84.56%"
"Santa Cruz","Arizona","70,629","77.74%","84.59%"
"Lauderdale","Mississippi","70,625","77.77%","84.61%"
"Grenada","Mississippi","70,611","77.81%","84.64%"
"Jefferson","Oklahoma","70,599","77.84%","84.67%"
"Mahnomen","Minnesota","70,590","77.87%","84.69%"
"Alleghany","North Carolina","70,579","77.9%","84.72%"
"Tippah","Mississippi","70,578","77.93%","84.74%"
"Fayette","Indiana","70,573","77.96%","84.77%"
"Pike","Arkansas","70,571","77.99%","84.79%"
"Clark","Missouri","70,553","78.02%","84.82%"
"Atoka","Oklahoma","70,526","78.05%","84.84%"
"Boone","Arkansas","70,513","78.08%","84.87%"
"Decatur","Iowa","70,495","78.11%","84.9%"
"Carbon","Utah","70,471","78.15%","84.92%"
"Big Horn","Montana","70,442","78.18%","84.95%"
"Monroe","Tennessee","70,427","78.21%","84.97%"
"McCulloch","Texas","70,413","78.24%","85%"
"McDuffie","Georgia","70,384","78.27%","85.02%"
"Dawes","Nebraska","70,382","78.3%","85.05%"
"Reeves","Texas","70,309","78.33%","85.07%"
"St. Mary Parish","Louisiana","70,302","78.36%","85.1%"
"Cloud","Kansas","70,287","78.39%","85.13%"
"Greenbrier","West Virginia","70,265","78.42%","85.15%"
"Webster","Kentucky","70,225","78.45%","85.18%"
"Jim Wells","Texas","70,198","78.49%","85.2%"
"Hawkins","Tennessee","70,133","78.52%","85.23%"
"Macon","Missouri","70,099","78.55%","85.25%"
"Menard","Texas","70,099","78.58%","85.28%"
"Hitchcock","Nebraska","70,098","78.61%","85.3%"
"Sampson","North Carolina","70,092","78.64%","85.33%"
"Greene","Mississippi","70,042","78.67%","85.35%"
"Cameron","Texas","70,034","78.7%","85.38%"
"White","Tennessee","70,030","78.73%","85.41%"
"Randolph","Missouri","69,996","78.76%","85.43%"
"Marshall","Oklahoma","69,996","78.79%","85.46%"
"Pontotoc","Mississippi","69,978","78.83%","85.48%"
"Alger","Michigan","69,972","78.86%","85.51%"
"Van Buren","Tennessee","69,959","78.89%","85.53%"
"Luce","Michigan","69,918","78.92%","85.56%"
"Walker","Alabama","69,909","78.95%","85.58%"
"Arenac","Michigan","69,907","78.98%","85.61%"
"Evans","Georgia","69,872","79.01%","85.63%"
"Texas","Oklahoma","69,863","79.04%","85.66%"
"Cross","Arkansas","69,861","79.07%","85.68%"
"Leake","Mississippi","69,847","79.1%","85.71%"
"Randolph","West Virginia","69,817","79.13%","85.74%"
"Franklin","Illinois","69,811","79.17%","85.76%"
"Cleveland","Arkansas","69,803","79.2%","85.79%"
"Russell","Kansas","69,802","79.23%","85.81%"
"Frio","Texas","69,774","79.26%","85.84%"
"Real","Texas","69,770","79.29%","85.86%"
"Dale","Alabama","69,759","79.32%","85.89%"
"Lawrence","Tennessee","69,737","79.35%","85.91%"
"Grayson","Kentucky","69,701","79.38%","85.94%"
"Coosa","Alabama","69,698","79.41%","85.96%"
"Knox","Illinois","69,635","79.44%","85.99%"
"Glascock","Georgia","69,633","79.47%","86.01%"
"Lewis","Idaho","69,631","79.51%","86.04%"
"Rutherford","North Carolina","69,617","79.54%","86.06%"
"Barren","Kentucky","69,614","79.57%","86.09%"
"Muskogee","Oklahoma","69,594","79.6%","86.11%"
"Alcorn","Mississippi","69,592","79.63%","86.14%"
"Morgan","Ohio","69,579","79.66%","86.16%"
"Fayette","Alabama","69,566","79.69%","86.19%"
"Little River","Arkansas","69,554","79.72%","86.22%"
"Crittenden","Kentucky","69,537","79.75%","86.24%"
"Washington","Idaho","69,532","79.78%","86.27%"
"Jackson","Illinois","69,513","79.81%","86.29%"
"Lewis","Tennessee","69,487","79.85%","86.32%"
"Choctaw","Mississippi","69,483","79.88%","86.34%"
"Greene","Arkansas","69,475","79.91%","86.37%"
"Roosevelt","New Mexico","69,451","79.94%","86.39%"
"Seminole","Georgia","69,449","79.97%","86.42%"
"Sabine Parish","Louisiana","69,439","80%","86.44%"
"Ozark","Missouri","69,410","80.03%","86.47%"
"Calhoun","Georgia","69,405","80.06%","86.49%"
"Alleghany","Virginia","69,390","80.09%","86.52%"
"Allen","Kansas","69,378","80.12%","86.54%"
"Early","Georgia","69,338","80.15%","86.57%"
"Harper","Oklahoma","69,291","80.19%","86.59%"
"Dewey","South Dakota","69,239","80.22%","86.62%"
"Coshocton","Ohio","69,218","80.25%","86.64%"
"Donley","Texas","69,217","80.28%","86.67%"
"Conway","Arkansas","69,207","80.31%","86.69%"
"Wilbarger","Texas","69,207","80.34%","86.72%"
"Colleton","South Carolina","69,181","80.37%","86.74%"
"Butler","Alabama","69,162","80.4%","86.77%"
"Nicholas","West Virginia","69,139","80.43%","86.79%"
"Richland Parish","Louisiana","69,136","80.46%","86.82%"
"Lincoln","Kentucky","69,092","80.49%","86.84%"
"Johnson","Tennessee","69,081","80.53%","86.87%"
"Monroe","Mississippi","69,070","80.56%","86.89%"
"Briscoe","Texas","69,058","80.59%","86.92%"
"Oktibbeha","Mississippi","69,056","80.62%","86.94%"
"McDonough","Illinois","69,045","80.65%","86.97%"
"Chattahoochee","Georgia","69,011","80.68%","86.99%"
"Pike","Alabama","69,002","80.71%","87.02%"
"Geary","Kansas","68,988","80.74%","87.04%"
"Socorro","New Mexico","68,979","80.77%","87.07%"
"Ohio","Kentucky","68,954","80.8%","87.09%"
"Grainger","Tennessee","68,952","80.83%","87.12%"
"Walker","Texas","68,951","80.87%","87.14%"
"Pawnee","Nebraska","68,894","80.9%","87.17%"
"Cook","Georgia","68,892","80.93%","87.19%"
"Crawford","Kansas","68,884","80.96%","87.22%"
"Dallas","Missouri","68,856","80.99%","87.24%"
"Laclede","Missouri","68,851","81.02%","87.27%"
"Russell","Kentucky","68,781","81.05%","87.29%"
"Crawford","Michigan","68,771","81.08%","87.32%"
"Walthall","Mississippi","68,770","81.11%","87.34%"
"Miller","Arkansas","68,756","81.14%","87.37%"
"Ogemaw","Michigan","68,739","81.17%","87.39%"
"Franklin Parish","Louisiana","68,738","81.21%","87.42%"
"Grant","New Mexico","68,708","81.24%","87.44%"
"Shelby","Missouri","68,661","81.27%","87.47%"
"McNairy","Tennessee","68,636","81.3%","87.49%"
"Somerset","Maryland","68,629","81.33%","87.52%"
"Lewis","Missouri","68,625","81.36%","87.54%"
"Ashe","North Carolina","68,596","81.39%","87.57%"
"Wetzel","West Virginia","68,584","81.42%","87.59%"
"Otero","Colorado","68,583","81.45%","87.62%"
"Radford city","Virginia","68,571","81.48%","87.64%"
"Clarendon","South Carolina","68,565","81.51%","87.67%"
"Graham","North Carolina","68,550","81.55%","87.69%"
"Lincoln","Mississippi","68,516","81.58%","87.72%"
"Appanoose","Iowa","68,465","81.61%","87.74%"
"Garza","Texas","68,426","81.64%","87.77%"
"Meriwether","Georgia","68,412","81.67%","87.79%"
"Tazewell","Virginia","68,404","81.7%","87.82%"
